Date,BLBD,CLBT,DAR,MTN
2021-11-08,25.25,10.390000343322754,83.44000244140625,341.36431884765625
2021-11-09,24.420000076293945,10.199999809265137,81.87999725341797,337.44964599609375
2021-11-10,23.5,9.789999961853027,78.16999816894531,334.1357421875
2021-11-11,24.639999389648438,9.5600004196167,79.02999877929688,330.6435546875
2021-11-12,25.040000915527344,10.670000076293945,76.62000274658203,332.9434814453125
2021-11-15,25.219999313354492,9.949999809265137,77.69000244140625,329.54522705078125
2021-11-16,25.309999465942383,9.899999618530273,75.80999755859375,326.37213134765625
2021-11-17,24.760000228881836,9.609999656677246,74.0,325.82763671875
2021-11-18,23.940000534057617,9.5,73.08000183105469,321.0586853027344
2021-11-19,23.459999084472656,9.260000228881836,71.44000244140625,321.46240234375
2021-11-22,23.700000762939453,9.039999961853027,72.7699966430664,321.7253112792969
2021-11-23,23.200000762939453,8.619999885559082,74.12999725341797,322.1476745605469
2021-11-24,22.959999084472656,8.489999771118164,73.26000213623047,321.7158508300781
2021-11-26,22.139999389648438,8.680000305175781,71.27999877929688,315.6983642578125
2021-11-29,21.469999313354492,8.3100004196167,70.81999969482422,313.03228759765625
2021-11-30,20.239999771118164,7.800000190734863,67.5199966430664,311.3988037109375
2021-12-01,19.270000457763672,7.920000076293945,65.06999969482422,309.643310546875
2021-12-02,19.209999084472656,8.420000076293945,66.48999786376953,312.1028747558594
2021-12-03,18.59000015258789,8.039999961853027,64.69999694824219,307.380859375
2021-12-06,18.530000686645508,8.09000015258789,65.80000305175781,317.11590576171875
2021-12-07,18.40999984741211,8.59000015258789,67.08999633789062,318.38323974609375
2021-12-08,18.440000534057617,8.579999923706055,67.69999694824219,323.7529602050781
2021-12-09,17.719999313354492,8.710000038146973,65.23999786376953,315.53875732421875
2021-12-10,17.360000610351562,8.289999961853027,63.310001373291016,318.2236633300781
2021-12-13,17.200000762939453,7.929999828338623,63.38999938964844,308.2633056640625
2021-12-14,16.360000610351562,8.15999984741211,63.720001220703125,305.4939270019531
2021-12-15,16.06999969482422,8.270000457763672,62.880001068115234,292.4544372558594
2021-12-16,15.489999771118164,8.539999961853027,63.29999923706055,300.8470458984375
2021-12-17,15.75,8.739999771118164,64.55000305175781,302.48052978515625
2021-12-20,14.989999771118164,8.6899995803833,61.90999984741211,294.9421691894531
2021-12-21,15.039999961853027,8.390000343322754,63.84000015258789,310.34735107421875
2021-12-22,14.819999694824219,8.239999771118164,64.37999725341797,310.0281982421875
2021-12-23,14.739999771118164,8.100000381469727,64.5,311.886962890625
2021-12-27,14.869999885559082,7.940000057220459,66.33999633789062,311.10565185546875
2021-12-28,15.149999618530273,8.350000381469727,66.5199966430664,310.2115173339844
2021-12-29,15.140000343322754,8.1899995803833,67.80999755859375,312.14111328125
2021-12-30,15.329999923706055,7.849999904632568,67.87000274658203,309.9668273925781
2021-12-31,15.640000343322754,8.020000457763672,69.29000091552734,308.6396179199219
2022-01-03,15.800000190734863,8.119999885559082,69.83999633789062,303.05792236328125
2022-01-04,16.420000076293945,7.650000095367432,71.04000091552734,298.71868896484375
2022-01-05,15.859999656677246,7.21999979019165,67.69000244140625,290.0873107910156
2022-01-06,15.699999809265137,7.230000019073486,65.13999938964844,296.5726318359375
2022-01-07,15.600000381469727,6.840000152587891,65.5,290.0214538574219
2022-01-10,15.789999961853027,6.730000019073486,65.98999786376953,279.404052734375
2022-01-11,16.25,6.949999809265137,67.11000061035156,282.3313903808594
2022-01-12,16.360000610351562,7.019999980926514,67.01000213623047,286.76470947265625
2022-01-13,16.010000228881836,6.730000019073486,66.43000030517578,280.0064392089844
2022-01-14,15.850000381469727,6.510000228881836,65.69999694824219,285.9552001953125
2022-01-18,15.5,6.099999904632568,67.12999725341797,280.87237548828125
2022-01-19,15.520000457763672,6.460000038146973,66.73999786376953,270.93267822265625
2022-01-20,15.149999618530273,6.300000190734863,64.6500015258789,267.04522705078125
2022-01-21,15.130000114440918,5.739999771118164,62.72999954223633,262.7625732421875
2022-01-24,14.760000228881836,5.690000057220459,63.36000061035156,267.0829162597656
2022-01-25,14.630000114440918,5.340000152587891,61.959999084472656,263.81671142578125
2022-01-26,14.90999984741211,5.659999847412109,61.66999816894531,256.6820068359375
2022-01-27,14.260000228881836,5.349999904632568,60.59000015258789,250.3661346435547
2022-01-28,14.539999961853027,5.380000114440918,62.72999954223633,256.4372253417969
2022-01-31,15.510000228881836,6.0,63.77000045776367,260.82354736328125
2022-02-01,15.869999885559082,6.269999980926514,63.93000030517578,262.0189514160156
2022-02-02,15.520000457763672,5.860000133514404,63.900001525878906,258.6209716796875
2022-02-03,14.890000343322754,5.610000133514404,62.20000076293945,258.150390625
2022-02-04,14.920000076293945,6.039999961853027,62.34000015258789,259.157470703125
